提供機關名稱,資料集名稱,瀏覽次數,下載次數,資料集評分,上架日期
原住民族委員會,107年8月台閩縣市鄉鎮市區原住民族人口-按性別族別,90,4,,2019/03/11
原住民族委員會,107年7月台閩縣市鄉鎮市區原住民族人口-按性別族別,80,4,,2019/03/11
公務員懲戒委員會,公務員懲戒委員會107年度單位決算,89,8,,2019/03/11
公務人員保障暨培訓委員會,公務人員保障暨培訓委員會108年2月會計月報,82,4,,2019/03/11
原住民族委員會,107年12月台閩縣市鄉鎮市區原住民族人口-按性別族別,97,11,,2019/03/11
原住民族委員會,107年6月台閩縣市鄉鎮市區原住民族人口-按性別族別,89,5,,2019/03/11
公務人員保障暨培訓委員會,公務人員保障暨培訓委員會108年度法定預算,80,5,,2019/03/11
高雄市政府地政局,105年高雄市不動產買賣實價登錄資料下載,131,37,,2019/03/05
高雄市政府地政局,104年高雄市不動產買賣實價登錄資料下載,93,19,,2019/03/05
高雄市政府地政局,103年高雄市不動產買賣實價登錄資料下載,92,9,,2019/03/05
高雄市政府地政局,102年高雄市不動產買賣實價登錄資料下載,107,12,,2019/03/05
高雄市政府地政局,101年8月至12月高雄市不動產買賣實價登錄資料下載,94,4,,2019/03/05
桃園市政府人事處,107年度桃園市歷次天然災害停止上班上課訊息,112,13,,2019/03/11
司法院,108年1月司法院及所屬各級法院之終結案件資料與欄位說明,94,12,,2019/03/15
基隆市政府地政處,108年度2⽉基隆市⼟地建物登記管理資料,90,5,,2019/03/12
嘉義縣政府,108年嘉義縣轄內抽水站,101,6,,2019/03/12
國立公共資訊圖書館,"國立公共資訊圖書館公廁設置情形明細表  ",86,5,,2019/03/12
新北市政府主計處,"106年度新北市總決算累計餘絀計算表 ",92,4,,2019/03/12
嘉義縣衛生局,嘉義縣社區健康步道參考表,122,13,,2019/03/12
新北市政府主計處,106年度新北市總決算歲計餘絀分析表,96,5,,2019/03/12
臺灣高雄少年及家事法院,臺灣高雄少年及家事法院108年2月會計月報,65,0,,2019/03/12
臺灣南投地方法院,107年度臺灣南投地方法院單位決算(XML),91,9,,2019/03/12
臺灣高等法院花蓮分院,臺灣高等法院花蓮分院108年度02月份會計月報(XML),71,1,,2019/03/14
臺中市政府地方稅務局,"20903-01-07-2 臺中市土地增值稅查徵統計-本年度",115,9,,2019/03/12
嘉義縣政府,107廉潔楷模名單,87,3,,2019/03/12
嘉義縣政府,107年公職人員財產申報中籤名單,117,8,,2019/03/12
臺灣臺南地方法院,108年2月臺灣臺南地方法院會計報告,74,1,,2019/03/12
行政院農業委員會,106年度714個農村再生社區範圍圖,105,28,,2019/01/24
立法院,立法院108年2月份會計月報,75,4,,2019/03/12
嘉義縣政府,嘉義縣門診戒菸合約醫療院所名單,104,5,,2019/03/12
臺灣橋頭地方法院,108年2月會計月報,54,0,,2019/03/13
行政院環境保護署,行政院環境保護署毒物及化學物質局單位決算,106,13,,2019/02/27
財政處,新竹縣108年度2月份縣統籌分配稅款累計表,93,8,,2019/03/12
臺灣苗栗地方法院,臺灣苗栗地方法院108年度2月份會計報告,76,1,,2019/03/13
臺灣屏東地方法院,臺灣屏東地方法院108年2月會計報告,78,2,,2019/03/13
臺灣基隆地方法院,臺灣基隆地方法院108年2月份會計月報,75,0,,2019/03/13
臺東縣稅務局,臺東縣最近5年土地增值稅稅源統計表-103年至107年,94,5,,2019/03/14
嘉義縣衛生局,103~108年嘉義縣衛生局社區複合式健康篩檢辦理場地及日期,134,12,100,2019/03/13
新北市政府主計處,105年度新北市總決算歲入來源別決算總表,82,1,,2019/03/13
新北市政府主計處,105年度新北市總決算歲出政事別決算總表,90,2,,2019/03/13
客家委員會,客家委員會「伯公照護站」名冊,115,10,,2019/03/14
客家委員會,客家委員會看影片學客語,124,15,100,2019/03/14
客家委員會,客家委員會客語辭彙,127,45,,2019/03/14
客家委員會客家文化發展中心,客家委員會客家文化發展中心數位臺灣客家庄客庄活動,86,4,,2019/03/14
客家委員會客家文化發展中心,客家委員會客家文化發展中心數位臺灣客家庄客庄閱讀經典閱讀(電子書),86,1,,2019/03/14
客家委員會客家文化發展中心,客家委員會客家文化發展中心數位臺灣客家庄客庄主題文章,88,2,,2019/03/14
客家委員會客家文化發展中心,客家委員會客家文化發展中心數位臺灣客家庄客庄普查,109,25,,2019/03/14
客家委員會,客家委員會桐花景點步道,97,13,,2019/03/14
客家委員會,"客家委員會「客家美食HAKKA FOOD」榮譽標章餐廳",126,29,,2019/03/14
臺東縣稅務局,臺東縣最近5年房屋稅綜合統計表(103年-107年),93,2,,2019/03/14
客家委員會,客家委員會地方政府推薦客家餐廳,104,14,,2019/03/14
臺東縣稅務局,臺東縣最近5年契稅綜合統計表(103年-107年),88,3,,2019/03/14
客家委員會,客家委員會「客家特色產業國內大型展售會」歷年參展,88,8,,2019/03/14
客家委員會客家文化發展中心,客家委員會客家文化發展中心圖書資料中心館藏,100,13,100,2019/03/14
臺東縣稅務局,臺東縣最近5年地價稅稅源統計表-103年至107年,92,5,,2019/03/14
苗栗縣政府環境保護局,108年苗栗縣環保志工隊及隊長資料,88,2,,2019/03/14
新北市政府主計處,"106年度新北市總決算收支簡明比較分析表 ",91,3,,2019/03/14
新北市政府主計處,105年度新北市總決算累計餘絀計算表,84,1,,2019/03/14
新北市政府主計處,105年度新北市總決算歲計餘絀分析表,77,2,,2019/03/14
新北市政府主計處,"106年度新北市總決算歲出政事別決算總表 ",86,2,,2019/03/14
嘉義縣政府,村里長名冊,129,38,,2019/03/14
行政院農業委員會,105年度633個農村再生社區範圍圖,94,16,,2019/01/24
行政院農業委員會,107年度行政院農業委員會家畜衛生試驗所單位決算,69,1,,2019/02/18
行政院農業委員會,107年度行政院農業委員會林業試驗所單位決算,76,1,,2019/02/27
財政部國庫署,地方建設基金107年度附屬單位決算,92,4,,2019/03/14
臺灣桃園地方法院,臺灣桃園地方法院108年2月份會計報告,67,1,,2019/03/14
法務部矯正署,矯正署高雄女子監獄108年會計報告(按月),83,0,,2019/03/19
臺南市政府水利局,水利設施圖資,153,63,,2018/09/11
研究發展考核委員會,市政大事紀,78,0,,2018/08/17
研究發展考核委員會,議會定期大會工作報告,86,0,,2018/07/27
研究發展考核委員會,市長施政總報告,83,4,,2018/07/16
研究發展考核委員會,臺南市政府中程施政計畫,84,1,,2018/07/10
臺南市政府經濟發展局,臺南市電動車充電站設置區域地址,96,12,,2017/07/19
臺南市政府經濟發展局,太陽光電業務資訊,114,10,,2017/07/19
澎湖縣政府,醫療機構清單,194,79,,2019/03/15
澎湖縣政府,澎湖縣107學年度第2學期國民小學辦理兒童課後照顧服務班學校清單,89,4,,2019/03/15
澎湖縣政府,澎湖縣西嶼鄉公所106年上半年對民間團體補捐助經費明細表(半年報),92,3,,2019/03/15
澎湖縣政府,澎湖縣西嶼鄉公所106年下半年對民間團體補捐助經費明細表(半年報),90,2,,2019/03/15
澎湖縣政府,澎湖縣西嶼鄉公所107年上半年對民間團體補捐助經費明細表(半年報),89,4,,2019/03/15
澎湖縣政府,澎湖縣西嶼鄉公所107年下半年對民間團體補捐助經費明細表(半年報),87,0,,2019/03/15
桃園市政府衛生局,(桃園市)桃園市政府衛生局抽驗食品不合格名單-106年1月至107年7月,100,16,,2019/03/14
桃園市政府衛生局,(桃園市)食品(健康食品)標示調查案件統計表-106年12月至107年7月,101,4,,2019/03/14
桃園市政府衛生局,(桃園市)桃園市政府衛生局抽驗食品合格名單-106年1月至107年7月,114,21,,2019/03/14
桃園市政府衛生局,(桃園市)食品(健康食品)標示違規行政裁處案件統計表,105,18,,2019/02/22
桃園市政府衛生局,(桃園市)桃園市政府衛生局抽驗食品不合格名單,106,26,,2018/09/21
桃園市政府衛生局,(桃園市)食品(健康食品)標示調查案件統計表-107年8月至107年12月,90,6,,2019/03/14
桃園市政府衛生局,(桃園市)食品(健康食品)標示違規行政裁處案件統計表-106年11月至107年7月,88,0,,2019/03/14
桃園市政府衛生局,(桃園市)食品廣告違規案件調查結果-106年1月至107年7月,128,50,,2019/03/14
桃園市政府民政局,桃園市議員通訊錄,132,24,,2019/03/14
桃園市政府衛生局,(桃園市)桃園市政府衛生局抽驗食品合格名單,109,19,,2018/09/21
桃園市政府衛生局,(桃園市)食品(健康食品)標示違規行政裁處案件統計表-107年8月至107年12月,95,6,,2019/03/14
宜蘭縣政府,宜蘭縣財團法人名冊彙整名錄名冊,121,50,,2019/03/15
宜蘭縣政府,108年2月份土地及建物登記管理統計表,97,7,,2019/03/15
新北市政府主計處,106年度新北市總決算歲入歲出性質及餘絀簡明分析表,93,3,,2019/03/15
新北市政府主計處,105年度新北市總決算平衡表,100,3,,2019/03/15
法務部檢察司,律師職前訓練規則資料集,100,4,,2019/03/20
國史館,國史館108年2月會計月報,66,1,,2019/03/15
國史館,國史館108年2月特別預算會計月報,68,0,,2019/03/15
外交部領事事務局,國內文件驗證說明,89,13,,2019/03/15
臺灣雲林地方法院,臺灣雲林地方法院108年度2月份會計月報,72,1,,2019/03/15
外交部領事事務局,國外文件驗證說明,103,29,,2019/03/15
交通部公路總局,省道緊急停駐空間,122,25,,2019/03/15
法務部矯正署,矯正署苗栗看守所108年會計報告(按月),79,0,,2019/03/15
法務部矯正署,矯正署苗栗少年觀護所108年會計報告(按月),76,0,,2019/03/15
法務部矯正署,矯正署臺東戒治所108年會計報告(按月),92,0,,2019/03/15
最高法院,最高法院107年度單位決算,81,9,,2019/03/15
桃園市政府衛生局,(桃園市)食品廣告違規案件調查結果,115,8,,2018/09/21
經濟部工業局,107年度經濟部轄管工業區閒置土地公告清冊,130,47,,2019/05/31
立法院,108年度黨團補助第1季季報表,60,2,,2019/03/27
經濟部工業局,經濟部工業局補助地方政府強化地方工業區公共設施及設置平價產業園區作業要點部分規定修正,81,16,,2019/05/31
經濟部工業局,貨物稅第12條之5車輛汰舊換新減徵新車貨物稅稅式支出評估報告,80,7,,2019/05/31
經濟部工業局,輔導計畫清冊,115,13,,2019/05/31
臺灣花蓮地方法院,臺灣花蓮地方法院108年2月份會計月報,88,2,,2019/03/18
行政院農業委員會,108年度行政院農業委員會會計報告,95,10,,2019/03/13
新北市政府主計處,106年度新北市總決算歲入來源別決算總表,122,6,,2019/03/18
新北市政府主計處,105年度新北市總決算歲出機關別決算總表,122,10,,2019/03/18
行政院農業委員會,108年度行政院農業委員會林業試驗所單位預算,112,6,,2019/03/18
經濟部工業局,臺灣資安廠商介紹-英文版,86,11,,2019/05/31
經濟部工業局,2019-2021人工智慧服務產業專業人才需求調查結果報告,101,29,,2019/05/31
經濟部工業局,臺灣製MIT微笑產品驗證制度認可之驗證機構,86,8,,2019/05/31
經濟部工業局,2019~2021年資料服務產業專業人才需求調查,101,25,,2019/05/31
經濟部工業局,歐盟REACH高度關切物質(SVHC)清單,83,7,,2019/05/31
行政院農業委員會,108年度行政院農業委員會種苗改良繁殖場會計報告,97,7,,2019/03/18
行政院農業委員會,107年度行政院農業委員會種苗改良繁殖場單位決算,84,0,,2019/03/08
臺北市政府環境保護局,臺北市環境空氣品質監測結果月報表,283,167,,2015/05/12
新北市政府主計處,"105年度新北市總決算歲入歲出簡明分析表 ","2,759",0,,2019/03/19
新北市政府主計處,105年度新北市總決算收支簡明比較分析表,"2,803",22,20,2019/03/19
臺中市政府建設局,臺中市路燈點位圖資10801,"2,928",117,,2019/03/19
嘉義縣衛生局,嘉義縣愛滋病匿名篩檢諮詢服務機構名冊,"2,778",14,100,2019/03/19
外交部,一眼看天下-亞洲新聞,"2,765",12,,2019/03/19
外交部,一眼看天下-美加新聞,"2,748",5,,2019/03/19
外交部,一眼看天下-中南美洲新聞,"2,585",1,,2019/03/19
外交部,一眼看天下-歐洲新聞,"2,762",7,,2019/03/19
外交部,一眼看天下-非洲新聞,"2,586",3,,2019/03/19
外交部,一眼看天下-全球新聞,100,15,,2019/03/19
外交部,一眼看天下-兩岸新聞,132,7,,2019/03/19
嘉義縣衛生局,108年外國人健檢指定醫院,"2,781",11,,2019/03/19
嘉義縣衛生局,108年腸病毒責任醫院,"2,799",17,,2019/03/19
客家委員會,客家委員會年度客家民俗節慶活動,"2,817",34,,2019/03/19
嘉義縣衛生局,嘉義縣流感抗病毒藥劑克流感合約醫療院所,"2,782",13,,2019/03/19
臺中市政府建設局,臺中市路燈迴路開關箱(西屯區、清水區、沙鹿區、大甲區、梧棲區、外埔區，以及大安區),"2,824",15,,2019/03/19
行政院人事行政總處公務人力發展學院,行政院人事行政總處公務人力發展學院108年2月份會計月報,94,2,,2019/03/19
行政院農業委員會,國有林盜伐樣態與高風險地點,518,190,100,2019/03/19
福建金門地方法院,福建金門地方法院108年02月份會計月報_PDF、XML,91,7,100,2019/03/19
臺北市政府交通局,臺北市自行車租借紀錄,646,409,,2019/03/18
國史館,107年度國史館單位決算,266,1,,2019/03/20
外交部外交及國際事務學院,中華民國107年外交及國際事務學院單位決算,83,2,,2019/03/20
外交部外交及國際事務學院,中華民國108年外交及國際事務學院單位法定預算,80,1,,2019/03/20
嘉義縣衛生局," 嘉義縣卡介苗接種門診時間及服務單位",305,11,100,2019/03/20
嘉義縣衛生局,嘉義縣結核菌素測驗服務單位,122,10,100,2019/03/20
嘉義縣衛生局,108年度嘉義縣公費登革熱NS1快篩劑醫療院所名冊,139,21,100,2019/03/20
基隆市政府地政處,"基隆市不動產租賃實價登錄Open Data(108年1月租賃登記案件)",83,5,,2019/04/03
苗栗縣政府,苗栗縣政府101年度晉升薦(簡)任官等訓練參訓情形,89,3,,2019/03/21
苗栗縣政府,苗栗縣政府102年度晉升薦(簡)任官等訓練參訓情形,86,1,,2019/03/21
民用航空局,108年度民航事業作業基金附屬單位分預算案.,82,4,,2018/08/30
國立科學工藝博物館,國立科學工藝博物館107年度決算案,44,2,,2019/03/21
嘉義縣衛生局,嘉義縣社區心理衛生中心心理諮商服務,114,20,,2019/03/21
苗栗縣政府,"苗栗縣苗栗市各里107年12月底止人口數( 含男女數)",83,6,,2019/03/29
苗栗縣政府,"苗栗縣苑裡鎮各里107年12月底止人口數( 含男女數)",66,1,,2019/03/29
苗栗縣政府,"苗栗縣通霄鎮各里107年12月底止人口數( 含男女數)",75,3,,2019/03/25
新北市政府主計處,105年度新北市總決算歲入歲出性質及餘絀簡明分析表,128,4,,2019/03/21
新北市政府人事處,新北市政府府級任務編組委員性別比例情形統計表,148,29,,2019/03/21
外交部外交及國際事務學院,中華民國108年外交部外交及國際事務學院會計報告,77,12,,2019/03/21
教育部會計處,107年度學產基金附屬單位決算,60,1,,2019/04/02
衛生福利部社會及家庭署,衛生福利部社會及家庭署前膽基礎建設特別預算會計月報,20,0,,2019/10/14
衛生福利部社會及家庭署,衛生福利部社會及家庭署社會福利基金108年度1-10月會計月報,108,0,,2019/03/22
臺中市政府警察局,臺中市108年1月份十大易肇事路段(口),127,36,,2019/03/22
臺中市政府研究發展考核委員會,108年臺中市政府1999進線統計表,132,39,,2019/03/22
國防部,罕病介紹,102,33,,2019/03/29
臺灣高等法院高雄分院,臺灣高等法院高雄分院107年度單位決算,61,13,100,2019/04/01
內政部空中勤務總隊,內政部空中勤務總隊執行試車架次統計表,75,2,,2019/03/22
基隆市政府地政處,"基隆市不動產買賣實價登錄Open Data(107年12月買賣登記案件)",113,20,,2019/03/22
基隆市政府地政處,"基隆市不動產買賣實價登錄Open Data(108年1月買賣登記案件)",87,11,,2019/03/22
新竹縣政府稅務局,新竹縣政府稅捐稽徵局主管人員性別統計表(截至107.12.31),67,3,,2019/02/23
新竹縣政府稅務局,新竹縣政府稅捐稽徵局委員會性別比例一覽表(107年12月),83,4,,2019/02/23
新竹縣政府稅務局,新竹縣政府稅捐稽徵局編制內職員性別統計表(截至107.12.31),68,3,,2019/02/23
新竹縣政府稅務局,新竹縣政府稅捐稽徵局職員(含聘僱)年齡性別統計表(截至107.12.31),81,3,,2019/02/23
新竹縣政府稅捐稽徵局,新竹縣政府稅捐稽徵局職員(含聘僱)學歷性別統計表(截至107.12.31),71,1,,2019/02/23
臺南市政府警察局,臺南市轄內保全業資訊,94,1,,2019/03/22
臺南市政府警察局,臺南市汽車失竊案件統計資料,119,40,,2019/03/22
臺南市政府文化局,107年度臺南市立公共圖書館相關統計資料,105,9,,2019/03/21
臺南市政府民政局,臺南市第三屆里長名冊,165,57,,2019/03/21
民族事務委員會,臺南市108年各區原住民族群人口統計,130,19,,2019/03/21
臺南市政府文化局,社區營造點資料,98,10,,2019/03/20
臺南市政府文化局,107年度臺南市立公共圖書館各大類童書借閱排行,87,2,,2019/03/20
臺南市政府地政局,臺南市非都市土地分區改劃,81,5,,2019/03/18
臺南市政府地政局,臺南市徵收補償費屆滿或即將屆滿15年未領歸屬國庫案件,89,4,,2019/03/18
臺南市政府文化局,臺南市政府文化局每月藝文活動,146,35,,2019/03/18
臺南市政府警察局,臺南市機車失竊案件統計資料,105,6,,2019/03/15
主計處,臺南市地方總預算附屬單位預算及綜計表-營業基金資本增減綜計表,81,0,,2019/03/15
臺南市政府勞工局,臺南巿身心障礙者職業訓練招生簡章,77,2,,2019/03/14
臺南市政府農業局,白河區蓮子作物空間分布,77,7,,2019/03/14
臺南市政府農業局,白河區香蕉作物空間分布,76,6,,2019/03/14
臺南市政府農業局,白河區稻米作物空間分布,87,10,,2019/03/14
臺南市政府工務局,臺南市路燈資料,131,33,,2019/03/12
臺南市政府環境保護局,臺南市環境用藥販賣業名單,71,1,,2019/03/12
臺南市政府警察局,臺南市易發生婦幼被害犯罪警示地點,108,15,,2019/03/08
臺南市政府民政局,臺南市宗教團體(含財團法人)名冊,80,10,,2019/03/06
臺南市政府財政稅務局,臺南市最近五年土地增值稅稅源統計表,67,2,,2019/02/20
臺南市政府民政局,臺南市第二屆里長名冊,77,7,,2019/02/18
研究發展考核委員會,年度施政計畫,75,4,,2018/07/10
臺南市政府民政局,村里界圖,544,345,,2018/05/23
臺南市政府民政局,鄉鎮市區界線(TWD97經緯度),"1,447","1,016",100,2018/05/23
臺南市政府消防局,臺南市各區各里簡易疏散避難圖,80,8,,2016/07/26
臺南市政府民政局,臺南市37區道路路樹盤點調查表,155,6,,2016/07/20
臺南市政府水利局,區域排水即時影像,98,13,,2016/07/13
臺南市政府水利局,區域排水水位警戒,122,12,,2016/05/19
臺南市政府,地質敏感區範圍,177,24,,2016/03/24
臺南市政府,土壤液化潛勢圖資,334,188,,2016/03/24
臺南市政府地政局,臺南市地政服務據點,89,13,,2015/07/10
苗栗縣政府,苗栗縣竹南鎮各里107年12月底止人口數(含男女數),78,5,,2019/03/29
苗栗縣政府,苗栗縣頭份市各里107年12月底止人口數(含男女數),63,2,,2019/03/25
苗栗縣政府,苗栗縣後龍鎮各里107年12月底止人口數(含男女數),61,1,,2019/03/25
苗栗縣政府,苗栗縣卓蘭鎮各里107年12月底止人口數(含男女數),72,2,,2019/03/29
苗栗縣政府,苗栗縣大湖鄉各村107年12月底止人口數(含男女數),67,1,,2019/03/25
苗栗縣政府,苗栗縣公館鄉各村107年12月底止人口數(含男女數),76,2,,2019/04/01
苗栗縣政府,苗栗縣銅鑼鄉各村107年12月底止人口數(含男女數),65,1,,2019/03/25
苗栗縣政府,苗栗縣南庄鄉各村107年12月底止人口數(含男女數),74,5,,2019/03/29
苗栗縣政府,苗栗縣頭屋鄉各村107年12月底止人口數(含男女數),73,1,,2019/03/29
苗栗縣政府,苗栗縣三義鄉各村107年12月底止人口數(含男女數),71,0,,2019/03/25
苗栗縣政府,苗栗縣西湖鄉各村107年12月底止人口數(含男女數),66,0,,2019/03/25
苗栗縣政府,苗栗縣造橋鄉各村107年12月底止人口數(含男女數),66,0,,2019/03/25
苗栗縣政府,苗栗縣三灣鄉各村107年12月底止人口數(含男女數),69,2,,2019/03/25
苗栗縣政府,苗栗縣獅潭鄉各村107年12月底止人口數(含男女數),65,0,,2019/03/25
新北市政府財政局,新北市政府108及107年度歲入實收數比較表,128,27,,2019/03/25
苗栗縣政府,苗栗縣泰安鄉各村107年12月底止人口數(含男女數),65,2,,2019/03/29
臺南市政府工務局,臺南市建築工地登革熱防疫宣導,171,24,,2019/03/25
國史館臺灣文獻館,國史館臺灣文獻館108年度2月份會計月報,107,2,,2019/03/26
新北市政府警察局,新北市政府里守望相助隊人數-108年度,126,33,,2019/03/26
經濟部投資業務處,越南投資環境簡介,112,14,,2019/03/26
經濟部投資業務處,印尼投資環境簡介,87,3,,2019/03/26
經濟部投資業務處,新南向國家產業地圖-印尼(醫療器材),99,15,,2019/03/26
經濟部投資業務處,新南向國家產業地圖-馬來西亞(汽車零組件),103,18,,2019/03/26
苗栗縣政府衛生局,108年1月化粧品衛生管理,83,3,,2019/03/26
苗栗縣政府衛生局,108年1月藥物檢查暨查獲違法統計,85,3,,2019/03/26
苗栗縣政府衛生局,108年2月化粧品衛生管理,94,4,,2019/03/26
苗栗縣政府衛生局,108年2月藥物檢查暨查獲違法統計,88,4,,2019/03/26
屏東縣政府財稅局,107年屏東縣政府財稅局遠距視訊服務統計表,121,15,100,2019/03/26
戶政司,嬰兒出生數按性別、生母單一年齡分(按登記),274,171,,2019/03/27
衛生福利部中央健康保險署,108年全日平均護病比,240,101,100,2019/03/27
內政部空中勤務總隊,內政部空中勤務總隊空勤模範人員,75,2,,2019/03/25
戶政司,嬰兒出生數按性別、胎次及生母年齡分(按登記),692,528,,2019/03/27
內政部空中勤務總隊,內政部空中勤務總隊各型機種飛行時數統計表,72,7,,2019/03/22
教育部體育署,教育部體育署107年度單位預算會計月報,68,6,,2019/03/27
教育部體育署,106年度教育部體育署單位預算,70,6,,2019/03/27
教育部體育署,107年度教育部體育署單位預算,69,8,,2019/03/27
教育部體育署,108年度教育部體育署單位預算,78,16,,2019/03/27
教育部體育署,106年度教育部體育署單位預算案,67,5,,2019/03/27
教育部體育署,107年度教育部體育署單位預算案,75,8,,2019/03/27
教育部體育署,105年度教育部體育署單位決算,65,6,,2019/03/27
教育部體育署,108年度教育部體育署單位預算案,93,12,,2019/03/27
教育部體育署,106年度教育部體育署單位決算,62,7,,2019/03/27
南投縣政府,南投縣公共圖書館借還書人次、冊數及辦證數統計,118,45,,2019/03/27
高雄市政府農業局,高雄市動物保護處動物收容情形看板,101,14,,2019/03/27
桃園市政府觀光旅遊局,桃園市107年旅遊服務中心旅客諮詢人次及臨櫃人次,99,19,,2019/03/27
海洋委員會,海洋委員會10801會計月報,119,10,100,2019/03/28
海洋委員會,海洋委員會10802會計月報,101,9,100,2019/03/28
法務部資訊處,法務部107年電腦教育訓練課程表,79,11,,2019/03/29
國防部,疾病保健室,112,22,,2019/03/29
澎湖縣政府,澎湖縣自行車租借場所,118,37,,2019/03/29
澎湖縣政府,澎湖縣廟宇資訊,129,43,,2019/03/29
國防部,國防部所屬財團法人國防工業發展基金會名冊及資料,110,20,,2019/03/29
苗栗縣政府,苗栗縣107年12月底人口數(含男女人口數),87,15,,2019/03/29
行政院農業委員會,108年度行政院農業委員會桃園區農業改良場單位預算,76,5,,2019/03/29
司法院會計處,司法院107年度單位決算,88,20,,2019/04/01
臺南市政府,社區營造專區,76,10,,2019/03/27
澎湖縣政府,澎湖縣環保民宿,150,51,,2019/04/01
宜蘭縣政府,107年度宜蘭縣庫款集中支付年報表,66,2,,2019/04/01
臺灣高等法院高雄分院,臺灣高等法院高雄分院108年度3月份會計報告,58,1,,2019/04/01
銓敘部,銓敘部107年度單位決算,54,3,,2019/04/01
行政院農業委員會,森林動態樣區調查資料,97,36,,2019/04/01
教育部體育署,106年度教育部運動發展基金附屬單位預算案,60,2,,2019/04/01
內政部空中勤務總隊,內政部空中勤務總隊搜救有功人員,58,5,,2019/04/01
內政部空中勤務總隊,內政部空中勤務總隊各型機種執行分項勤務飛行時數統計表,69,6,,2019/04/01
教育部體育署,107年度教育部運動發展基金附屬單位預算案,67,5,,2019/04/01
教育部體育署,108年度教育部運動發展基金附屬單位預算案,64,8,,2019/04/01
教育部體育署,國際體育事務人才資訊統計,80,6,,2019/04/01
教育部體育署,107年度教育部運動發展基金附屬單位預算,60,2,,2019/04/01
高雄市政府地政局,高雄市鹽埕區107年公告地價,73,0,,2019/03/29
高雄市政府地政局,高雄市三民區107年公告地價,79,6,,2019/03/28
高雄市政府地政局,高雄市楠梓區107年公告地價,72,4,,2019/03/28
高雄市政府地政局,高雄市左營區107年公告地價,69,5,,2019/03/28
高雄市政府地政局,108年那瑪夏區公告土地現值,74,0,,2019/03/25
高雄市政府地政局,108年桃源區公告土地現值,70,0,,2019/03/25
高雄市政府地政局,108年茂林區公告土地現值,73,0,,2019/03/25
高雄市政府地政局,108年內門區公告土地現值,72,0,,2019/03/25
高雄市政府地政局,108年杉林區公告土地現值,71,0,,2019/03/25
高雄市政府地政局,108年甲仙區公告土地現值,74,0,,2019/03/25
高雄市政府地政局,108年六龜區公告土地現值,74,3,,2019/03/25
高雄市政府地政局,108年美濃區公告土地現值,74,2,,2019/03/25
高雄市政府地政局,108年旗山區公告土地現值,66,1,,2019/03/25
高雄市政府地政局,108年梓官區公告土地現值,68,0,,2019/03/25
高雄市政府地政局,108年彌陀區公告土地現值,69,1,,2019/03/25
高雄市政府地政局,108年永安區公告土地現值,69,1,,2019/03/25
高雄市政府地政局,108年茄萣區公告土地現值,73,1,,2019/03/25
高雄市政府地政局,108年湖內區公告土地現值,68,0,80,2019/03/25
高雄市政府地政局,108年路竹區公告土地現值,68,0,,2019/03/25
高雄市政府地政局,108年阿蓮區公告土地現值,68,2,,2019/03/25
高雄市政府地政局,108年田寮區公告土地現值,75,0,,2019/03/25
高雄市政府地政局,108年燕巢區公告土地現值,68,1,,2019/03/25
高雄市政府地政局,108年橋頭區公告土地現值,81,1,,2019/03/25
高雄市政府地政局,108年岡山區公告土地現值,67,0,,2019/03/25
高雄市政府地政局,108年鳥松區公告土地現值,64,0,,2019/03/25
高雄市政府地政局,108年仁武區公告土地現值,64,0,,2019/03/25
高雄市政府地政局,108年大社區公告土地現值,77,0,,2019/03/25
高雄市政府地政局,108年大樹區公告土地現值,71,0,,2019/03/25
高雄市政府地政局,108年大寮區公告土地現值,74,0,,2019/03/25
高雄市政府地政局,108年林園區公告土地現值,64,0,,2019/03/25
高雄市政府地政局,108年鳳山區公告土地現值,65,2,,2019/03/25
高雄市政府地政局,108年小港區公告土地現值,75,0,,2019/03/25
高雄市政府地政局,108年旗津區公告土地現值,65,2,,2019/03/25
高雄市政府地政局,108年前鎮區公告土地現值,68,1,,2019/03/25
高雄市政府地政局,108年苓雅區公告土地現值,68,0,,2019/03/25
高雄市政府地政局,108年前金區公告土地現值,66,0,,2019/03/25
高雄市政府地政局,108年新興區公告土地現值,69,0,,2019/03/25
高雄市政府地政局,108年左營區公告土地現值,75,0,,2019/03/25
高雄市政府地政局,108年楠梓區公告土地現值,71,0,,2019/03/25
高雄市政府地政局,108年三民區公告土地現值,71,0,,2019/03/25
高雄市政府地政局,108年鼓山區公告土地現值,72,1,,2019/03/25
高雄市政府地政局,108年鹽埕區公告土地現值,65,4,,2019/03/25
行政院環境保護署,PM2.5化學成分監測數據,386,232,100,2018/05/16
考選部,考選部考選業務基金108年度會計月報,72,8,,2019/04/03
考選部,考選業務基金106年度法定預算,73,1,,2019/04/03
考選部,考選業務基金107年度法定預算,69,2,,2019/04/03
考選部,考選業務基金108年度預算案,57,0,,2019/04/03
考選部,考選業務基金107年度決算,68,5,,2019/04/03
高雄市政府環境保護局,高雄市[環保局]電動機車充電站名稱及充電站地址,175,62,,2019/04/03
高雄市政府地政局,高雄市那瑪夏區107年公告地價,76,2,,2019/04/03
高雄市政府地政局,高雄市桃源區107年公告地價,79,1,,2019/04/03
高雄市政府地政局,高雄市茂林區107年公告地價,73,0,,2019/04/03
高雄市政府地政局,高雄市內門區107年公告地價,75,1,,2019/04/03
高雄市政府地政局,高雄市杉林區107年公告地價,74,3,,2019/04/03
